,Datetime,Text,clean_text,label
260,2022-11-08 06:26:24+00:00,"@yuddychrisnandi Indonesia mengirim bantuan kondom gratis, agar para gay tidak terpapar cacar monyet 🤭🤭🤭🤭",Indonesia mengirim bantuan kondom gratis agar para gay tidak terpapar cacar monyet,positive
262,2022-11-07 17:17:45+00:00,"Ada cacar monyet,ada pacar kek monyet. Ada aja memang",Ada cacar monyet ada pacar kek monyet Ada aja memang,neutral
264,2022-11-07 11:36:02+00:00,"@f1_tawan Ngga ah kalo kita ngga maen pantat,sori ya.agak diriset om yg aids sama cacar monyet.padahal pake oengaman juga.lagian lubang taik ngga lah hahaha",tawan Ngga kalo kita ngga maen pantat sori agak diriset aids sama cacar monyet padahal pake oengaman juga lagian lubang taik ngga lah hahaha,positive
265,2022-11-07 10:01:28+00:00,@hazmianzhari @BaseAnakFK Cacar monyet?,Cacar monyet,neutral
266,2022-11-07 06:18:53+00:00,@opposite6892 Bemer banget... ponakanku abis vaksin kena cacar monyet sejak itu nggak pernah fit..mudah lelah,Bemer banget ponakanku abis vaksin kena cacar monyet sejak itu nggak pernah fit mudah lelah,positive
267,2022-11-07 03:50:32+00:00,"ayo buzer jongos komunis, mumpung masih ada waktu teruslah menggonggong, sebelum virus cacar monyet perusak masyarakat seperti kalian ini dimusnahkan",ayo buzer jongos komunis mumpung masih ada waktu teruslah menggonggong sebelum virus cacar monyet perusak masyarakat seperti kalian ini dimusnahkan,neutral
268,2022-11-07 01:54:29+00:00,@thebangtanmafia Itu cacar monyet ? wkwkw,Itu cacar monyet wkwkw,neutral
273,2022-11-05 10:52:58+00:00,"Apalagi dah... cacar monyet, gagal ginjal akut, covid varian baru... Lelah akutuh 😌",Apalagi dah cacar monyet gagal ginjal akut covid varian baru Lelah akutuh,neutral
274,2022-11-05 05:47:40+00:00,cacar monyet is ril 🥲,cacar monyet ril,neutral
278,2022-11-04 15:43:35+00:00,@infotwitwor_ seru juga ini liat pertengkaran sasaran empuk cacar monyet dimari..,seru juga ini liat pertengkaran sasaran empuk cacar monyet dimari,neutral
282,2022-11-04 03:51:08+00:00,"hiv pertama kali di temukan taun 1981 dr kaum lgbt. dn data terbaru cacar monyet ditemukan pertama kali di amerika pada kaum lgbt juga.

jenis2 penyakit kelamin baru, ditemukan pada kaum2 Homo!

coba tonton podcastnya dr inong, fakta dari dr inong adl data internasiona-",hiv pertama kali temukan taun 1981 kaum lgbt data terbaru cacar monyet ditemukan pertama kali amerika pada kaum lgbt juga jenis2 penyakit kelamin baru ditemukan pada kaum2 Homo coba tonton podcastnya inong fakta dari inong adl data internasiona,neutral
284,2022-11-03 17:03:54+00:00,"cacar, monyet!",cacar monyet,neutral
285,2022-11-03 16:59:40+00:00,apakah ini cacar monyet?,apakah ini cacar monyet,neutral
300,2022-11-03 01:49:24+00:00,@Cahyotrik @CNNIndonesia Positip ae arep cacar monyet nogo biawak penyebabe tetep siji aduse kurang resik,Positip arep cacar monyet nogo biawak penyebabe tetep siji aduse kurang resik,neutral
301,2022-11-03 01:42:24+00:00,"@CNNIndonesia Koncoku Wes podo tak kandani,  Sejak Augustus udh tren Naik , Dan cacar monyet juga makin Banyak. Tpi berita nya gk masuk highlight malah Sama sambo",Koncoku Wes podo tak kandani Sejak Augustus udh tren Naik Dan cacar monyet juga makin Banyak Tpi berita nya masuk highlight malah Sama sambo,neutral
302,2022-11-03 01:06:56+00:00,ponakan aku kena cacar monyet 🥲🥲🥲🥲🥲🥲🥲🥲,ponakan aku kena cacar monyet,neutral
308,2022-11-02 09:39:53+00:00,@Daijoub92372116 @fotodakwah HIV dan Cacar Monyet buktinya,HIV dan Cacar Monyet buktinya,neutral
309,2022-11-02 00:54:24+00:00,@Imrynwsnn @ulasmalas @comika_id @poponkerok Suaralu menggangu dan amat merugikan orang lain. Apalagi pnyakit yg lu timbulin cacar monyet.,Suaralu menggangu dan amat merugikan orang lain Apalagi pnyakit timbulin cacar monyet,neutral
310,2022-11-01 13:38:49+00:00,@namjaboysgreat @kumparan Contoh cacar monyet yaaa? 🤭🤭🤭,Contoh cacar monyet yaaa,neutral
311,2022-11-01 11:48:48+00:00,@lestaribanara @mawakresna Ya itu point nya ! Masa kita harus mewajarkan orientasi menyimpang ! Ga sadar banyak penyakit yg timbuk akibat itu contoh sederhanaya cacar monyet!,itu point nya Masa kita harus mewajarkan orientasi menyimpang sadar banyak penyakit timbuk akibat itu contoh sederhanaya cacar monyet,neutral
312,2022-11-01 09:23:42+00:00,"@gayuregal Cacar monyet koyoke lek iki se, coba periksa nang bu dokter",Cacar monyet koyoke lek iki coba periksa nang dokter,neutral
321,2022-10-31 11:21:09+00:00,"@tukangaduayam @ewin_roxi @anakranto64 @ismariki Bukan diabetes bro
Cacar monyet itu",roxi Bukan diabetes bro Cacar monyet itu,neutral
323,2022-10-31 08:36:27+00:00,@SarahLaylaa @mnazrin35 @UncleKiddd @DrAhmadSanusi Cacar monyet.,Cacar monyet,neutral
325,2022-10-31 06:26:12+00:00,@SUkoi30MKM @farriszul @mpklang Kau pun kene tahu LGBT movement haram dkt Malaysia sbb bercanggah dgn majority rakyat Malaysia. . Diorang mmg bawak penyakit lg2 cacar monyet 🤮,Kau pun kene tahu LGBT movement haram dkt Malaysia sbb bercanggah dgn majority rakyat Malaysia Diorang mmg bawak penyakit lg2 cacar monyet,neutral
331,2022-10-31 02:03:33+00:00,"@batagorrebus @dikignwn @interisti2001 @menghanyurkan Hahahaha ngapain gw kena cacar monyet? Gw maennya bersih kok. Elu beneran tolol sih ya, even HIV yg disebut² penyakit kutukan kaum homo aja gak semua homo kena. Yg banyak kena ibu² RT tuh yg suaminya suka jajan lonte wkwkwk",Hahahaha ngapain kena cacar monyet maennya bersih kok Elu beneran tolol sih even HIV disebut penyakit kutukan kaum homo aja gak semua homo kena banyak kena ibu tuh suaminya suka jajan lonte wkwkwk,positive
332,2022-10-31 01:39:57+00:00,"@Fido_Dildo @dikignwn @interisti2001 @menghanyurkan mksudnye elo wahai pecinta bool, tobatr.. ntr kena cacar monyet nyaho lo",Dildo mksudnye elo wahai pecinta bool tobatr ntr kena cacar monyet nyaho,neutral
333,2022-10-30 17:06:42+00:00,@jek___ Cacar monyet,Cacar monyet,neutral
334,2022-10-30 17:06:14+00:00,Aji bibir kena cacar monyet,Aji bibir kena cacar monyet,neutral
336,2022-10-30 13:52:27+00:00,@usaisudahhh hbs kena cacar monyet,hbs kena cacar monyet,neutral
337,2022-10-30 09:25:22+00:00,KENA CACAR MONYET KAH,KENA CACAR MONYET KAH,neutral
338,2022-10-30 08:59:53+00:00,kena cacar monyet nih.,kena cacar monyet nih,neutral
339,2022-10-30 01:25:36+00:00,"@detikcom Sampe kiamat lo di-prank covid sama Cina dan AS.
Ayo vaksin.
Habis APBN untuk vaksin.
Bill Gates kaya.
Elo pada sakit jantung, gagal ginjal, cacar monyet, HIV.",Sampe kiamat prank covid sama Cina dan Ayo vaksin Habis APBN untuk vaksin Bill Gates kaya Elo pada sakit jantung gagal ginjal cacar monyet HIV,neutral
340,2022-10-29 19:36:40+00:00,"4. W cacar ketularan dia dan dia gak minta maaf samsek. Dan pada saat dia udh cacar dan posisinya tau dia masuk ke kantor, pas dia gamasuk trs ditanya tmn gue baru dia blg kan. Dengan oentengnya dia ngmg ‘kirain lu udh kena makanya w santai aja’ monyet.",cacar ketularan dia dan dia gak minta maaf samsek Dan pada saat dia udh cacar dan posisinya tau dia masuk kantor pas dia gamasuk trs ditanya tmn gue baru dia blg kan Dengan oentengnya dia ngmg kirain udh kena makanya santai aja monyet,neutral
341,2022-10-29 17:36:54+00:00,Itu ada bintik bintik kamera nya kena cacar monyet,Itu ada bintik bintik kamera nya kena cacar monyet,neutral
342,2022-10-29 13:17:21+00:00,"@bonindrawan @drbije @18fessss Ho oh sama aja cacar monyet ya monkey pox 🤣 terserah ke dokter mana , IGD sekalian aja biar bisa langsung disuruh test lab di lokasi.",sama aja cacar monyet monkey pox terserah dokter mana IGD sekalian aja biar bisa langsung disuruh test lab lokasi,negative
343,2022-10-29 12:59:03+00:00,@drbije @cewie @18fessss sorry nih bukannya monkey pox itu bahasa inggrisnya cacar monyet yah?,sorry nih bukannya monkey pox itu bahasa inggrisnya cacar monyet yah,negative
344,2022-10-29 10:36:01+00:00,@18fessss cacar monyet?,cacar monyet,neutral
345,2022-10-29 10:20:45+00:00,@Euhunbihun @iRealFarrell tandatanda cacar monyet?,tandatanda cacar monyet,neutral
346,2022-10-29 09:55:33+00:00,"Sumpah lu ke dokter deh, gw ngeri aja itu cacar monyet",Sumpah dokter deh ngeri aja itu cacar monyet,neutral
347,2022-10-29 09:49:21+00:00,@18fessss Ke dokter...takutnya cacar monyet yg kmrn rame tuh.,dokter takutnya cacar monyet kmrn rame tuh,neutral
349,2022-10-29 07:03:21+00:00,@citumm @convomfs Pov : waspada cacar monyet,Pov waspada cacar monyet,neutral
350,2022-10-29 04:18:06+00:00,Cacar monyet gagal viral baliknya ke covid lagi,Cacar monyet gagal viral baliknya covid lagi,neutral
351,2022-10-29 02:28:34+00:00,"@18fessss Hayooolooo.. Tanda2 cacar monyet iniii😅

segera ke dokter biar lingkungan terdekat gk kena jugaa..",Hayooolooo Tanda2 cacar monyet iniii segera dokter biar lingkungan terdekat kena jugaa,neutral
352,2022-10-29 01:56:26+00:00,"cacar monyet pernah viral kan ya? aku gatau sih di publik ramenya karena apa waktu itu, cuma pas abis tau dari dr. Inong kebanyakan cacar air itu berasal dari lsl juga... innalillahi ya allah :(",cacar monyet pernah viral kan aku gatau sih publik ramenya karena apa waktu itu cuma pas abis tau dari Inong kebanyakan cacar air itu berasal dari lsl juga innalillahi allah,neutral
353,2022-10-29 01:47:19+00:00,@detikcom Cacar monyet gmana kabarnya? Kagak laku ya? Masyarakat udah ga bisa ditakut-takuti lagi ya..  wkwkwkwk mamam tuh hoax,Cacar monyet gmana kabarnya Kagak laku Masyarakat udah bisa ditakut takuti lagi wkwkwkwk mamam tuh hoax,neutral
355,2022-10-28 18:33:00+00:00,@undipmenfess Semoga kena cacar monyet ya kalian🫶🏽,Semoga kena cacar monyet kalian,neutral
356,2022-10-28 13:49:19+00:00,@Herviantryp_ Gua ngerasain cacar monyet no,Gua ngerasain cacar monyet,neutral
364,2022-10-27 19:30:41+00:00,@Askrlfess @fairuzyyahzikra cacar monyet bkn sii,cacar monyet bkn sii,neutral
366,2022-10-27 11:48:33+00:00,"@undipmenfess Kemarin musim cacar monyet, malah sekarang monyet aslinya",Kemarin musim cacar monyet malah sekarang monyet aslinya,neutral
367,2022-10-27 10:38:54+00:00,@caffelatteiced_ @FOODFESS2 cacar monyet kak,cacar monyet kak,neutral
368,2022-10-27 10:00:54+00:00,"seriously? :"") 
kemaren lagi di jogja ada cacar monyet, lagi di bandung tbtb ada hiv, lagi di semarang ada ini :))) beruntung bgt nih si meulidya😭",seriously kemaren lagi jogja ada cacar monyet lagi bandung tbtb ada hiv lagi semarang ada ini beruntung bgt nih meulidya,negative
369,2022-10-27 08:32:59+00:00,@beguling666 Tattoo cacar monyet yan,Tattoo cacar monyet yan,neutral
378,2022-10-27 01:43:03+00:00,"@Askrlfess Cacar monyet ya,",Cacar monyet,neutral
379,2022-10-27 01:23:25+00:00,@Jayandaru2020 @Apokrifa22 @langiiiitttt @ajiawenku @AswantGardapati @txtdrwidia @mindlipstick @radixwp @JinNonik @balaputra_deva @Triasss_2nd @AlamTimur3 @Antie_KadrunEr @camat212 @BarathaAtmadja @amun_ra2 @Syyahrirsutan @AkhmadAli1402 @_ferdysambo_ @__anomali__ @YogaAdrianyoga6 @DiptraD @JN_Eri @kuasabu2 @tockSelank @katzedikke @BoyId22 @winniputry1 @davidpu68353534 @lestaribanara @LWidhiatmoko @_diajengemy @AsepIra44314224 @singo_karyo @agama_nusantara @mualafjelita @DiposuroP @korekbiasa @littlevixen__ @Patmo_Wijoyo @Totoniman @yudhapati88 @AremaNita__ @_christing_ @GlHindu Cacar monyet yg cacat logika. Ngambil contoh dari pemerintahan berbasis syiah. Selalu menggonggong dng kata 'memaksa' memaksa tapi ga tau makna luas kata memaksa itu. Dsr sinting,deva 2nd KadrunEr ra2 ferdysambo anomali Eri diajengemy karyo nusantara Wijoyo christing Cacar monyet cacat logika Ngambil contoh dari pemerintahan berbasis syiah Selalu menggonggong dng kata memaksa memaksa tapi tau makna luas kata memaksa itu Dsr sinting,neutral
381,2022-10-26 07:19:24+00:00,@salwanyaa @Askrlfess Cacar monyet mungkin 😭,Cacar monyet mungkin,neutral
385,2022-10-26 00:24:36+00:00,"Dokter indo kalo speak up malah dibully, dibilang mengidap gangguan jiwa 😅. Misal, Dr Lois. Sekarang, lahir hepatitis akut misterius, cacar monyet, gagal jantung akut, gagal ginjal akut misterius. Dan insya Allah, kedepannya akan ada lagi ""akut² misterius"" Lainny. Wallahu A'laam",Dokter indo kalo speak malah dibully dibilang mengidap gangguan jiwa Misal Lois Sekarang lahir hepatitis akut misterius cacar monyet gagal jantung akut gagal ginjal akut misterius Dan insya Allah kedepannya akan ada lagi akut misterius Lainny Wallahu laam,neutral
386,2022-10-25 23:17:09+00:00,@POTUS Vaksin cacar monyet nih yang beloman...,Vaksin cacar monyet nih yang beloman,neutral
387,2022-10-25 16:42:50+00:00,Apakah Organisasi kesehatan berani menangkap orang yang tahu soal akan terjadi Covid dan Vaksin pada tahun 2019  dia katakan thn 2015.dan thn 2021 terjadi cacar monyet jangan karena pengusaha tsb memberikan dana malah tidak berani bertindak..Karena uang semuanya dihalalkan.,Apakah Organisasi kesehatan berani menangkap orang yang tahu soal akan terjadi Covid dan Vaksin pada tahun 2019 dia katakan thn 2015 dan thn 2021 terjadi cacar monyet jangan karena pengusaha tsb memberikan dana malah tidak berani bertindak Karena uang semuanya dihalalkan,neutral
388,2022-10-25 11:48:38+00:00,"@Frimawan Bang rigen, pernah kelilipan cacar monyet ga?",Bang rigen pernah kelilipan cacar monyet,neutral
389,2022-10-25 11:39:39+00:00,Gue jadi penasaran monyet pernah kena cacar monyet ngga,Gue jadi penasaran monyet pernah kena cacar monyet ngga,neutral
390,2022-10-25 10:26:56+00:00,@intan_tiana1 mirip mirip cacar monyet tan,tiana1 mirip mirip cacar monyet tan,neutral
397,2022-10-25 03:00:43+00:00,@NegeriKolam @kangdede78 @KemenBUMN Dasar cacar monyet,Dasar cacar monyet,neutral
398,2022-10-24 13:37:14+00:00,@lowkeyay_ Cacar monyet,Cacar monyet,neutral
399,2022-10-24 12:26:40+00:00,@adepakees @lysorin @undipmenfess lg musim ya? cacar biasa kan bukan monyet?,musim cacar biasa kan bukan monyet,neutral
402,2022-10-24 06:24:15+00:00,@TehSolaria tiati cacar monyet,tiati cacar monyet,neutral
403,2022-10-24 06:21:58+00:00,@hui5ie @sikk4lr Lagi sakit cacar monyet,Lagi sakit cacar monyet,neutral
404,2022-10-24 05:10:26+00:00,@undipmenfess Cacar monyet?,Cacar monyet,neutral
406,2022-10-24 04:40:55+00:00,"@Partono_ADjem Masuk akal, tapi mgkin bukan ga bsa melawan, tapi salah set nabrak gerbong sendiri, Krn LGBT jg agenda penting bagi mereka. 
cacar monyet alhasil cacarnya ngilang, tinggal monyetnya plonga plongo yg telanjur beli vax.",ADjem Masuk akal tapi mgkin bukan bsa melawan tapi salah set nabrak gerbong sendiri Krn LGBT agenda penting bagi mereka cacar monyet alhasil cacarnya ngilang tinggal monyetnya plonga plongo telanjur beli vax,neutral
410,2022-10-24 03:08:43+00:00,@abang2anormawa @lysorin @undipmenfess Cacar monyet siahhh jk,Cacar monyet siahhh,neutral
412,2022-10-24 01:43:46+00:00,@undipmenfess Jangan bilang kena cacar monyet,Jangan bilang kena cacar monyet,neutral
418,2022-10-23 23:07:58+00:00,@undipmenfess cacar monyet sedang mengintai,cacar monyet sedang mengintai,neutral
419,2022-10-23 17:56:19+00:00,"@ftrrii1 @StopPlandemit Ponaan 3 org, sulung full imunisasi. Eh pas SD asma smpai skrg (usia 17th), yg ke2 imunisasi dasar (smpai usia 9 bln aja) mudah demam batuk pilek smpai skrg (15 thn), abis vaksin covid pfizer mkin mudah sakit &amp; kena cacar monyet, yg ke3 imunisasi 1x sj alhamdulillah lebih sehat",Ponaan org sulung full imunisasi pas asma smpai skrg usia 17th ke2 imunisasi dasar smpai usia bln aja mudah demam batuk pilek smpai skrg thn abis vaksin covid pfizer mkin mudah sakit amp kena cacar monyet ke3 imunisasi alhamdulillah lebih sehat,positive
422,2022-10-23 11:08:20+00:00,"Emang masih ada yg peduli? Cacar monyet aja gak ngaruh 😀
Apa biar ihsg ambruk lagi 😀",Emang masih ada peduli Cacar monyet aja gak ngaruh Apa biar ihsg ambruk lagi,neutral
423,2022-10-23 07:50:49+00:00,"@alisyarief Mau pake isu covid-19 udah nggak laku, jualan isu kanker serviks gagal, isu cacar monyet dicuekin, sekarang coba lagi gagal ginjal, masyarakat sudah cerdas dan tidak sembrono memilih presiden eh obat sirup 😂😂😂",Mau pake isu covid udah nggak laku jualan isu kanker serviks gagal isu cacar monyet dicuekin sekarang coba lagi gagal ginjal masyarakat sudah cerdas dan tidak sembrono memilih presiden obat sirup,neutral
427,2022-10-23 02:54:38+00:00,"@dwiki__411 Abaikan...yakin padam tuh hosip,sama halnya cacar monyet,ilang kan krn ga terus2an dibahas",411 Abaikan yakin padam tuh hosip sama halnya cacar monyet ilang kan krn terus2an dibahas,neutral
428,2022-10-22 22:42:20+00:00,"@rhalpunzel kmrn pas cacar monyet, org2 gaada yg takut soalnya wkwk mananya nyari bahan terus",kmrn pas cacar monyet org2 gaada takut soalnya wkwk mananya nyari bahan terus,neutral
429,2022-10-22 16:09:20+00:00,cacar monyet ge ari teu heboh mah anteng-anteng weh..,cacar monyet ari teu heboh mah anteng anteng weh,neutral
430,2022-10-22 14:37:07+00:00,@adiskma @jembermfs cacar monyet kali itu,cacar monyet kali itu,neutral
432,2022-10-22 01:53:40+00:00,"Setelah cacar monyet tdk berhasil gaksi, capek amat wakanda",Setelah cacar monyet tdk berhasil gaksi capek amat wakanda,neutral
436,2022-10-21 22:48:13+00:00,"Dari covid, hepatitis misterius, sampai cacar monyet masih bisa tenang tapi pas gagal ginjal akut ini bener2 MasyaAllah Tabarakallah. Pemerintah kemana wae weiiii ???",Dari covid hepatitis misterius sampai cacar monyet masih bisa tenang tapi pas gagal ginjal akut ini bener2 MasyaAllah Tabarakallah Pemerintah kemana wae weiiii,neutral
437,2022-10-21 19:48:40+00:00,"Euww gay. Berak sure bersepah ni.
Harap ko insaf la cepat2 sebelum virus cacar monyet hinggap kat badan tu.",Euww gay Berak sure bersepah Harap insaf cepat2 sebelum virus cacar monyet hinggap kat badan,positive
438,2022-10-21 19:03:41+00:00,tapi takut cacar monyet..,tapi takut cacar monyet,neutral
439,2022-10-21 14:11:03+00:00,"@cappucinocouple Pengen jadi covid-19 tapi udah 2022, cacar monyet aja kali yak? Hahahah",Pengen jadi covid tapi udah 2022 cacar monyet aja kali yak Hahahah,neutral
440,2022-10-21 13:32:28+00:00,"Ya Allah tolong..ini sampe tiap plg kantor di tanyain ke ibu yg jaga sm anaknya,hari ini ada yg sakit ga,maudy pipis brp x..udh 3tahun ini ga tenang bgt kayanya,dr covid sampe cacar monyet sampe kejadian ini",Allah tolong ini sampe tiap plg kantor tanyain ibu jaga anaknya hari ini ada sakit maudy pipis brp udh 3tahun ini tenang bgt kayanya covid sampe cacar monyet sampe kejadian ini,neutral
441,2022-10-21 12:54:11+00:00,"@twtbullshid Sekarang ini jgn beri maaf bila selingkuh. Ngeri penyakit berserakan dimana mana,ada covid,cacar monyet,hepatitis ,hiv. Semua mematikan. Mati konyol krn memaafkan.",Sekarang ini jgn beri maaf bila selingkuh Ngeri penyakit berserakan dimana mana ada covid cacar monyet hepatitis hiv Semua mematikan Mati konyol krn memaafkan,neutral
442,2022-10-21 12:48:00+00:00,@asumsico Cacar monyet apa kabar,Cacar monyet apa kabar,neutral
443,2022-10-21 10:18:32+00:00,@asumsico Cacar monyet apakabar?,Cacar monyet apakabar,neutral
448,2022-10-21 07:15:49+00:00,"@GH0STING_404 @fvcksynkills @MprAldo Anggap saja
Yang pasca fucksin copet, menderita penyakit and menularkan ke balita yang rentan.
berujung gagal organ dan meninggal kepada yang ditularinya.
Cacar monyet diderita anak saya yang gak fucksin copet, ditulari teman nya yang pasca fucksin copet..",404 Anggap saja Yang pasca fucksin copet menderita penyakit and menularkan balita yang rentan berujung gagal organ dan meninggal kepada yang ditularinya Cacar monyet diderita anak saya yang gak fucksin copet ditulari teman nya yang pasca fucksin copet,neutral
