,Datetime,Text,User_id,Username,clean_text,label
237,2022-11-13 01:11:17+00:00,"@lafefari @siboniii @AREAJULID Hati hati bang, eh mbak, kena cacar monyet dan HIV/AIDS serta penyakit menular seksual lainnya, nanti dah kena kora kora ngamuk karena merasa dikucilkan (bener nggak?)",1591599547842973696,solasido240903,Hati hati bang mbak kena cacar monyet dan HIV AIDS serta penyakit menular seksual lainnya nanti dah kena kora kora ngamuk karena merasa dikucilkan bener nggak,neutral
238,2022-11-12 10:34:14+00:00,"Jangan lupa juga tetap jaga kesehatan dan pakai masker #WingscareProtector di momen Hari Kesehatan kali ini, ya!

#BersamaSalingJaga
#maskerearloop
#CacarMonyet",1591378833353355264,ProtectorMasker,Jangan lupa juga tetap jaga kesehatan dan pakai masker WingscareProtector momen Hari Kesehatan kali ini BersamaSalingJaga maskerearloop CacarMonyet,neutral
239,2022-11-12 04:20:05+00:00,@petanikopi63 Cacar monyet.,1591284675104100352,ewidi79,Cacar monyet,neutral
240,2022-11-11 11:13:07+00:00,@teuhun Iya itu dia lagi cacar monyet kak,1591026229855281152,leeihsa,Iya itu dia lagi cacar monyet kak,neutral
243,2022-11-10 09:12:01+00:00,@NgaKorMing LGBT bukan budaya kita. Malah ianya memberikan kemudaratan. Tidak cukup kah dengan Aids dan cacar monyet? Allah lwbih mengetahui mana yang lebih baik untuk umatnya.,1590633366126485505,Muhammadatone,LGBT bukan budaya kita Malah ianya memberikan kemudaratan Tidak cukup kah dengan Aids dan cacar monyet Allah lwbih mengetahui mana yang lebih baik untuk umatnya,neutral
245,2022-11-09 11:47:31+00:00,"@honeypblo @nocontextscats KOTOR DEVITA, KLO DIA KUTUAN PANUAN RABIES SCABIES CACAR AIR CACAR MONYET COVID GMN",1590310110341263364,gasukamanusya,KOTOR DEVITA KLO DIA KUTUAN PANUAN RABIES SCABIES CACAR AIR CACAR MONYET COVID GMN,neutral
254,2022-11-08 16:19:32+00:00,"@lockeyfess wah kacau, virus cacar monyet udh merajalela di weverse",1590016176977244162,TuhanPengikut,wah kacau virus cacar monyet udh merajalela weverse,neutral
256,2022-11-08 06:26:24+00:00,"@yuddychrisnandi Indonesia mengirim bantuan kondom gratis, agar para gay tidak terpapar cacar monyet 🤭🤭🤭🤭",1589866912418521088,Viannajasse,Indonesia mengirim bantuan kondom gratis agar para gay tidak terpapar cacar monyet,positive
258,2022-11-07 17:17:45+00:00,"Ada cacar monyet,ada pacar kek monyet. Ada aja memang",1589668438569807872,yogitaran,Ada cacar monyet ada pacar kek monyet Ada aja memang,neutral
260,2022-11-07 11:36:02+00:00,"@f1_tawan Ngga ah kalo kita ngga maen pantat,sori ya.agak diriset om yg aids sama cacar monyet.padahal pake oengaman juga.lagian lubang taik ngga lah hahaha",1589582444227100677,friendwithme84,tawan Ngga kalo kita ngga maen pantat sori agak diriset aids sama cacar monyet padahal pake oengaman juga lagian lubang taik ngga lah hahaha,positive
261,2022-11-07 10:01:28+00:00,@hazmianzhari @BaseAnakFK Cacar monyet?,1589558645741977603,ThatWeebFMS,Cacar monyet,neutral
262,2022-11-07 06:18:53+00:00,@opposite6892 Bemer banget... ponakanku abis vaksin kena cacar monyet sejak itu nggak pernah fit..mudah lelah,1589502629776084992,imutimutmu,Bemer banget ponakanku abis vaksin kena cacar monyet sejak itu nggak pernah fit mudah lelah,positive
263,2022-11-07 03:50:32+00:00,"ayo buzer jongos komunis, mumpung masih ada waktu teruslah menggonggong, sebelum virus cacar monyet perusak masyarakat seperti kalian ini dimusnahkan",1589465298561773570,Osman172024,ayo buzer jongos komunis mumpung masih ada waktu teruslah menggonggong sebelum virus cacar monyet perusak masyarakat seperti kalian ini dimusnahkan,neutral
264,2022-11-07 01:54:29+00:00,@thebangtanmafia Itu cacar monyet ? wkwkw,1589436093585559553,arfhrtnt,Itu cacar monyet wkwkw,neutral
269,2022-11-05 10:52:58+00:00,"Apalagi dah... cacar monyet, gagal ginjal akut, covid varian baru... Lelah akutuh 😌",1588846830477246465,kawaii_ina,Apalagi dah cacar monyet gagal ginjal akut covid varian baru Lelah akutuh,neutral
270,2022-11-05 05:47:40+00:00,cacar monyet is ril 🥲,1588769999195631618,grrrhana,cacar monyet ril,neutral
274,2022-11-05 00:25:49+00:00,"Lah kok ngatur? Seorang dokter ga boleh beragama? Terus aja teriak2 begini di twit, ntar kalo kena hiv cacar monyet anal cancer yg bantuin malah LSM dan dokter2 yg kamu katain bodoh bukan organisasi2 wokeism",1588689004933050370,ythtyth,Lah kok ngatur Seorang dokter boleh beragama Terus aja teriak2 begini twit ntar kalo kena hiv cacar monyet anal cancer bantuin malah LSM dan dokter2 kamu katain bodoh bukan organisasi2 wokeism,neutral
275,2022-11-04 15:43:35+00:00,@infotwitwor_ seru juga ini liat pertengkaran sasaran empuk cacar monyet dimari..,1588557581240668160,dimdudidam,seru juga ini liat pertengkaran sasaran empuk cacar monyet dimari,neutral
279,2022-11-04 03:51:08+00:00,"hiv pertama kali di temukan taun 1981 dr kaum lgbt. dn data terbaru cacar monyet ditemukan pertama kali di amerika pada kaum lgbt juga.

jenis2 penyakit kelamin baru, ditemukan pada kaum2 Homo!

coba tonton podcastnya dr inong, fakta dari dr inong adl data internasiona-",1588378284039229442,_ilalangRimba,hiv pertama kali temukan taun 1981 kaum lgbt data terbaru cacar monyet ditemukan pertama kali amerika pada kaum lgbt juga jenis2 penyakit kelamin baru ditemukan pada kaum2 Homo coba tonton podcastnya inong fakta dari inong adl data internasiona,neutral
281,2022-11-03 17:03:54+00:00,"cacar, monyet!",1588215405562056706,MFBWZR,cacar monyet,neutral
282,2022-11-03 16:59:40+00:00,apakah ini cacar monyet?,1588214339206402049,MFBWZR,apakah ini cacar monyet,neutral
297,2022-11-03 01:49:24+00:00,@Cahyotrik @CNNIndonesia Positip ae arep cacar monyet nogo biawak penyebabe tetep siji aduse kurang resik,1587985262016987136,banggacool1,Positip arep cacar monyet nogo biawak penyebabe tetep siji aduse kurang resik,neutral
298,2022-11-03 01:42:24+00:00,"@CNNIndonesia Koncoku Wes podo tak kandani,  Sejak Augustus udh tren Naik , Dan cacar monyet juga makin Banyak. Tpi berita nya gk masuk highlight malah Sama sambo",1587983499931586562,Cahyotrik,Koncoku Wes podo tak kandani Sejak Augustus udh tren Naik Dan cacar monyet juga makin Banyak Tpi berita nya masuk highlight malah Sama sambo,neutral
299,2022-11-03 01:06:56+00:00,ponakan aku kena cacar monyet 🥲🥲🥲🥲🥲🥲🥲🥲,1587974577145016320,grrrhana,ponakan aku kena cacar monyet,neutral
305,2022-11-02 09:39:53+00:00,@Daijoub92372116 @fotodakwah HIV dan Cacar Monyet buktinya,1587741276106989569,mikah0702,HIV dan Cacar Monyet buktinya,neutral
306,2022-11-02 00:54:24+00:00,@Imrynwsnn @ulasmalas @comika_id @poponkerok Suaralu menggangu dan amat merugikan orang lain. Apalagi pnyakit yg lu timbulin cacar monyet.,1587609031614509057,ikopangestii,Suaralu menggangu dan amat merugikan orang lain Apalagi pnyakit timbulin cacar monyet,neutral
307,2022-11-01 13:38:49+00:00,@namjaboysgreat @kumparan Contoh cacar monyet yaaa? 🤭🤭🤭,1587439016407769089,Viannajasse,Contoh cacar monyet yaaa,neutral
308,2022-11-01 11:48:48+00:00,@lestaribanara @mawakresna Ya itu point nya ! Masa kita harus mewajarkan orientasi menyimpang ! Ga sadar banyak penyakit yg timbuk akibat itu contoh sederhanaya cacar monyet!,1587411332462436352,ikopangestii,itu point nya Masa kita harus mewajarkan orientasi menyimpang sadar banyak penyakit timbuk akibat itu contoh sederhanaya cacar monyet,neutral
309,2022-11-01 09:23:42+00:00,"@gayuregal Cacar monyet koyoke lek iki se, coba periksa nang bu dokter",1587374812715884544,Riskipratamaad1,Cacar monyet koyoke lek iki coba periksa nang dokter,neutral
318,2022-10-31 11:21:09+00:00,"@tukangaduayam @ewin_roxi @anakranto64 @ismariki Bukan diabetes bro
Cacar monyet itu",1587041983956398080,BgawanKusuma,roxi Bukan diabetes bro Cacar monyet itu,neutral
320,2022-10-31 08:36:27+00:00,@SarahLaylaa @mnazrin35 @UncleKiddd @DrAhmadSanusi Cacar monyet.,1587000534950551552,HabibKun4,Cacar monyet,neutral
322,2022-10-31 06:26:12+00:00,@SUkoi30MKM @farriszul @mpklang Kau pun kene tahu LGBT movement haram dkt Malaysia sbb bercanggah dgn majority rakyat Malaysia. . Diorang mmg bawak penyakit lg2 cacar monyet 🤮,1586967755613315072,HabibKun4,Kau pun kene tahu LGBT movement haram dkt Malaysia sbb bercanggah dgn majority rakyat Malaysia Diorang mmg bawak penyakit lg2 cacar monyet,neutral
328,2022-10-31 02:03:33+00:00,"@batagorrebus @dikignwn @interisti2001 @menghanyurkan Hahahaha ngapain gw kena cacar monyet? Gw maennya bersih kok. Elu beneran tolol sih ya, even HIV yg disebut² penyakit kutukan kaum homo aja gak semua homo kena. Yg banyak kena ibu² RT tuh yg suaminya suka jajan lonte wkwkwk",1586901657853775872,Fido_Dildo,Hahahaha ngapain kena cacar monyet maennya bersih kok Elu beneran tolol sih even HIV disebut penyakit kutukan kaum homo aja gak semua homo kena banyak kena ibu tuh suaminya suka jajan lonte wkwkwk,positive
329,2022-10-31 01:39:57+00:00,"@Fido_Dildo @dikignwn @interisti2001 @menghanyurkan mksudnye elo wahai pecinta bool, tobatr.. ntr kena cacar monyet nyaho lo",1586895719864360960,batagorrebus,Dildo mksudnye elo wahai pecinta bool tobatr ntr kena cacar monyet nyaho,neutral
330,2022-10-30 17:06:42+00:00,@jek___ Cacar monyet,1586766556566261760,ewokgondrong1,Cacar monyet,neutral
331,2022-10-30 17:06:14+00:00,Aji bibir kena cacar monyet,1586766439926886400,ewokgondrong1,Aji bibir kena cacar monyet,neutral
333,2022-10-30 13:52:27+00:00,@usaisudahhh hbs kena cacar monyet,1586717670342549504,gyozaruby,hbs kena cacar monyet,neutral
334,2022-10-30 09:25:22+00:00,KENA CACAR MONYET KAH,1586650456750948352,HCANNl,KENA CACAR MONYET KAH,neutral
335,2022-10-30 08:59:53+00:00,kena cacar monyet nih.,1586644046625185793,macheIIa,kena cacar monyet nih,neutral
336,2022-10-30 01:25:36+00:00,"@detikcom Sampe kiamat lo di-prank covid sama Cina dan AS.
Ayo vaksin.
Habis APBN untuk vaksin.
Bill Gates kaya.
Elo pada sakit jantung, gagal ginjal, cacar monyet, HIV.",1586529719838572544,EdenisHere1,Sampe kiamat prank covid sama Cina dan Ayo vaksin Habis APBN untuk vaksin Bill Gates kaya Elo pada sakit jantung gagal ginjal cacar monyet HIV,neutral
337,2022-10-29 19:36:40+00:00,"4. W cacar ketularan dia dan dia gak minta maaf samsek. Dan pada saat dia udh cacar dan posisinya tau dia masuk ke kantor, pas dia gamasuk trs ditanya tmn gue baru dia blg kan. Dengan oentengnya dia ngmg ‘kirain lu udh kena makanya w santai aja’ monyet.",1586441908490219521,cigurrate,cacar ketularan dia dan dia gak minta maaf samsek Dan pada saat dia udh cacar dan posisinya tau dia masuk kantor pas dia gamasuk trs ditanya tmn gue baru dia blg kan Dengan oentengnya dia ngmg kirain udh kena makanya santai aja monyet,neutral
338,2022-10-29 17:36:54+00:00,Itu ada bintik bintik kamera nya kena cacar monyet,1586411768653365248,itsmeclapclap,Itu ada bintik bintik kamera nya kena cacar monyet,neutral
339,2022-10-29 13:17:21+00:00,"@bonindrawan @drbije @18fessss Ho oh sama aja cacar monyet ya monkey pox 🤣 terserah ke dokter mana , IGD sekalian aja biar bisa langsung disuruh test lab di lokasi.",1586346449456898048,cewie,sama aja cacar monyet monkey pox terserah dokter mana IGD sekalian aja biar bisa langsung disuruh test lab lokasi,negative
340,2022-10-29 12:59:03+00:00,@drbije @cewie @18fessss sorry nih bukannya monkey pox itu bahasa inggrisnya cacar monyet yah?,1586341844291817474,bonindrawan,sorry nih bukannya monkey pox itu bahasa inggrisnya cacar monyet yah,negative
341,2022-10-29 10:36:01+00:00,@18fessss cacar monyet?,1586305851866120192,pakjayyy,cacar monyet,neutral
342,2022-10-29 10:20:45+00:00,@Euhunbihun @iRealFarrell tandatanda cacar monyet?,1586302007970738176,valartokekris,tandatanda cacar monyet,neutral
343,2022-10-29 09:55:33+00:00,"Sumpah lu ke dokter deh, gw ngeri aja itu cacar monyet",1586295665419657217,DanteAruma_,Sumpah dokter deh ngeri aja itu cacar monyet,neutral
344,2022-10-29 09:49:21+00:00,@18fessss Ke dokter...takutnya cacar monyet yg kmrn rame tuh.,1586294104270327808,cewie,dokter takutnya cacar monyet kmrn rame tuh,neutral
346,2022-10-29 07:03:21+00:00,@citumm @convomfs Pov : waspada cacar monyet,1586252332106321920,YGDSVNO,Pov waspada cacar monyet,neutral
347,2022-10-29 04:18:06+00:00,Cacar monyet gagal viral baliknya ke covid lagi,1586210742399033354,basskubetot,Cacar monyet gagal viral baliknya covid lagi,neutral
348,2022-10-29 02:28:34+00:00,"@18fessss Hayooolooo.. Tanda2 cacar monyet iniii😅

segera ke dokter biar lingkungan terdekat gk kena jugaa..",1586183181329346561,089_rok,Hayooolooo Tanda2 cacar monyet iniii segera dokter biar lingkungan terdekat kena jugaa,neutral
349,2022-10-29 01:56:26+00:00,"cacar monyet pernah viral kan ya? aku gatau sih di publik ramenya karena apa waktu itu, cuma pas abis tau dari dr. Inong kebanyakan cacar air itu berasal dari lsl juga... innalillahi ya allah :(",1586175091036938240,jeonghancimol,cacar monyet pernah viral kan aku gatau sih publik ramenya karena apa waktu itu cuma pas abis tau dari Inong kebanyakan cacar air itu berasal dari lsl juga innalillahi allah,neutral
350,2022-10-29 01:47:19+00:00,@detikcom Cacar monyet gmana kabarnya? Kagak laku ya? Masyarakat udah ga bisa ditakut-takuti lagi ya..  wkwkwkwk mamam tuh hoax,1586172799214792704,emha_baraja,Cacar monyet gmana kabarnya Kagak laku Masyarakat udah bisa ditakut takuti lagi wkwkwkwk mamam tuh hoax,neutral
352,2022-10-28 18:33:00+00:00,@undipmenfess Semoga kena cacar monyet ya kalian🫶🏽,1586063500639899648,notimeforlozer,Semoga kena cacar monyet kalian,neutral
353,2022-10-28 13:49:19+00:00,@Herviantryp_ Gua ngerasain cacar monyet no,1585992107986079745,puputnovitaaa,Gua ngerasain cacar monyet,neutral
361,2022-10-27 19:30:41+00:00,@Askrlfess @fairuzyyahzikra cacar monyet bkn sii,1585715629000036352,toodletrees,cacar monyet bkn sii,neutral
363,2022-10-27 11:48:33+00:00,"@undipmenfess Kemarin musim cacar monyet, malah sekarang monyet aslinya",1585599328395333632,RisingSentinel,Kemarin musim cacar monyet malah sekarang monyet aslinya,neutral
364,2022-10-27 10:38:54+00:00,@caffelatteiced_ @FOODFESS2 cacar monyet kak,1585581800058855424,iniiguy,cacar monyet kak,neutral
365,2022-10-27 10:00:54+00:00,"seriously? :"") 
kemaren lagi di jogja ada cacar monyet, lagi di bandung tbtb ada hiv, lagi di semarang ada ini :))) beruntung bgt nih si meulidya😭",1585572236747948034,meonomania,seriously kemaren lagi jogja ada cacar monyet lagi bandung tbtb ada hiv lagi semarang ada ini beruntung bgt nih meulidya,negative
366,2022-10-27 08:32:59+00:00,@beguling666 Tattoo cacar monyet yan,1585550113832779776,EdieDiant,Tattoo cacar monyet yan,neutral
375,2022-10-27 01:43:03+00:00,"@Askrlfess Cacar monyet ya,",1585446949687205888,anonympeopleee,Cacar monyet,neutral
376,2022-10-27 01:23:25+00:00,@Jayandaru2020 @Apokrifa22 @langiiiitttt @ajiawenku @AswantGardapati @txtdrwidia @mindlipstick @radixwp @JinNonik @balaputra_deva @Triasss_2nd @AlamTimur3 @Antie_KadrunEr @camat212 @BarathaAtmadja @amun_ra2 @Syyahrirsutan @AkhmadAli1402 @_ferdysambo_ @__anomali__ @YogaAdrianyoga6 @DiptraD @JN_Eri @kuasabu2 @tockSelank @katzedikke @BoyId22 @winniputry1 @davidpu68353534 @lestaribanara @LWidhiatmoko @_diajengemy @AsepIra44314224 @singo_karyo @agama_nusantara @mualafjelita @DiposuroP @korekbiasa @littlevixen__ @Patmo_Wijoyo @Totoniman @yudhapati88 @AremaNita__ @_christing_ @GlHindu Cacar monyet yg cacat logika. Ngambil contoh dari pemerintahan berbasis syiah. Selalu menggonggong dng kata 'memaksa' memaksa tapi ga tau makna luas kata memaksa itu. Dsr sinting,1585442006553153536,zulfiarrahman,deva 2nd KadrunEr ra2 ferdysambo anomali Eri diajengemy karyo nusantara Wijoyo christing Cacar monyet cacat logika Ngambil contoh dari pemerintahan berbasis syiah Selalu menggonggong dng kata memaksa memaksa tapi tau makna luas kata memaksa itu Dsr sinting,neutral
378,2022-10-26 07:19:24+00:00,@salwanyaa @Askrlfess Cacar monyet mungkin 😭,1585169206156603392,nyasatuajamas,Cacar monyet mungkin,neutral
382,2022-10-26 00:24:36+00:00,"Dokter indo kalo speak up malah dibully, dibilang mengidap gangguan jiwa 😅. Misal, Dr Lois. Sekarang, lahir hepatitis akut misterius, cacar monyet, gagal jantung akut, gagal ginjal akut misterius. Dan insya Allah, kedepannya akan ada lagi ""akut² misterius"" Lainny. Wallahu A'laam",1585064817391697920,darkshine_1890,Dokter indo kalo speak malah dibully dibilang mengidap gangguan jiwa Misal Lois Sekarang lahir hepatitis akut misterius cacar monyet gagal jantung akut gagal ginjal akut misterius Dan insya Allah kedepannya akan ada lagi akut misterius Lainny Wallahu laam,neutral
383,2022-10-25 23:17:09+00:00,@POTUS Vaksin cacar monyet nih yang beloman...,1585047843827744776,fathirahmar,Vaksin cacar monyet nih yang beloman,neutral
384,2022-10-25 16:42:50+00:00,Apakah Organisasi kesehatan berani menangkap orang yang tahu soal akan terjadi Covid dan Vaksin pada tahun 2019  dia katakan thn 2015.dan thn 2021 terjadi cacar monyet jangan karena pengusaha tsb memberikan dana malah tidak berani bertindak..Karena uang semuanya dihalalkan.,1584948613066928128,jondivar,Apakah Organisasi kesehatan berani menangkap orang yang tahu soal akan terjadi Covid dan Vaksin pada tahun 2019 dia katakan thn 2015 dan thn 2021 terjadi cacar monyet jangan karena pengusaha tsb memberikan dana malah tidak berani bertindak Karena uang semuanya dihalalkan,neutral
385,2022-10-25 11:48:38+00:00,"@Frimawan Bang rigen, pernah kelilipan cacar monyet ga?",1584874573572759552,suwenglreng,Bang rigen pernah kelilipan cacar monyet,neutral
386,2022-10-25 11:39:39+00:00,Gue jadi penasaran monyet pernah kena cacar monyet ngga,1584872310888361984,zngcnle,Gue jadi penasaran monyet pernah kena cacar monyet ngga,neutral
387,2022-10-25 10:26:56+00:00,@intan_tiana1 mirip mirip cacar monyet tan,1584854011479719937,SaniLingga,tiana1 mirip mirip cacar monyet tan,neutral
394,2022-10-25 03:00:43+00:00,@NegeriKolam @kangdede78 @KemenBUMN Dasar cacar monyet,1584741719123595265,yuli85724492,Dasar cacar monyet,neutral
395,2022-10-24 13:37:14+00:00,@lowkeyay_ Cacar monyet,1584539515624251397,penjilatpomade,Cacar monyet,neutral
396,2022-10-24 12:26:40+00:00,@adepakees @lysorin @undipmenfess lg musim ya? cacar biasa kan bukan monyet?,1584521757012021249,addiniyaa_,musim cacar biasa kan bukan monyet,neutral
399,2022-10-24 06:24:15+00:00,@TehSolaria tiati cacar monyet,1584430549698871297,bukandeng,tiati cacar monyet,neutral
400,2022-10-24 06:21:58+00:00,@hui5ie @sikk4lr Lagi sakit cacar monyet,1584429977487151104,ryujin1ie,Lagi sakit cacar monyet,neutral
401,2022-10-24 05:10:26+00:00,@undipmenfess Cacar monyet?,1584411974431297536,bukanarsitek,Cacar monyet,neutral
403,2022-10-24 04:40:55+00:00,"@Partono_ADjem Masuk akal, tapi mgkin bukan ga bsa melawan, tapi salah set nabrak gerbong sendiri, Krn LGBT jg agenda penting bagi mereka. 
cacar monyet alhasil cacarnya ngilang, tinggal monyetnya plonga plongo yg telanjur beli vax.",1584404549044838401,DenBagusDhewe,ADjem Masuk akal tapi mgkin bukan bsa melawan tapi salah set nabrak gerbong sendiri Krn LGBT agenda penting bagi mereka cacar monyet alhasil cacarnya ngilang tinggal monyetnya plonga plongo telanjur beli vax,neutral
