,Datetime,clean_text,label
484,2022-10-18 13:09:58+00:00,Taukah kamu apa yang mereka campurkan dalam daftar isi vaksinasi Itulah bagian dari organ dan darah kera makanya setelah itu mereka gaungkan penyakit Cacar monyet Orang orang yang sudah vaksin tidak lagi memiliki prasan malu dan belas kasih seperti biasa,neutral
485,2022-10-18 12:57:57+00:00,Covid cacar monyet hepatitis misterius sekarang rame gagal ginjal misterius Jadi ibu jaman sekarang banyak banget ketakutannya blm lagi harus diimbangi tuntutan ini itu Lengkapin imunisasi makan makanan bergizi banyak minum air putih,neutral
486,2022-10-18 12:36:53+00:00,fyi aja nih ini pict udh lama sblm cacar monyet ada,neutral
487,2022-10-18 12:35:14+00:00,gejala cacar monyet itu kak,neutral
489,2022-10-18 03:51:46+00:00,Kayanya ini kemaren masuk badan sampe bikin ruam2 merah Langsung ugd karna takut dbd atau cacar monyet ugd katanya alergi pas hari kemudia dokter kulit ternyata kena tomket Dikasih saleb dan seminggu sembuh tinggal bekasnya,neutral
494,2022-10-17 16:55:42+00:00,takut cacar monyet,neutral
495,2022-10-17 16:43:33+00:00,Monkey pox spread through physical contact Unless you wear condom for ALL you body then say goodbye Better not though Cacar monyet menular melalui kontak fisik Kecuali kamu pake kondom untuk semua bagian tubuh tetep bisa kena Emang paling bener ngews,positive
496,2022-10-17 10:39:03+00:00,Hepi hepi cacar monyet kemudian,neutral
497,2022-10-17 10:20:52+00:00,1501 Setelah cacar bencong monyet gak laku kini transformasi jadi Gangguan Ginjal Akut Misterius pada Anak,neutral
500,2022-10-17 09:11:43+00:00,Vaksin cacar monyet wak,neutral
505,2022-10-16 17:12:18+00:00,tiba2 keinget cacar monyet kok viral lagi yaa trus apa itu penyakit hepatitis misterius juga,neutral
506,2022-10-16 14:58:03+00:00,Cacar monyet,neutral
507,2022-10-16 14:56:22+00:00,Jaman sekarang udah bnyak penyakit selalu dtg tiba2 DBD Covid trs kmrin cacar monyet skrg gagal ginjal akut That why kenapa Asuransi itu penting Aku bergaya tapi aku punya proteksi buat diriku sendiri,neutral
508,2022-10-16 14:31:06+00:00,Itu cacar monyet bang,neutral
509,2022-10-16 14:06:37+00:00,Cacar monyet ini,neutral
510,2022-10-16 11:16:27+00:00,waspada cacar monyet kak,neutral
513,2022-10-15 15:46:34+00:00,Tiati ketularan cacar monyet,neutral
526,2022-10-13 11:02:19+00:00,Cokk cacar monyet,neutral
528,2022-10-13 08:54:25+00:00,Kena Herpes cacar monyet namanya lagi,neutral
537,2022-10-12 16:45:37+00:00,Mana lagi rame cacar monyet,neutral
538,2022-10-12 13:39:42+00:00,Katanya sih ntar ada lagi kalo Bill Gates dkk udah meluncurkan cacar monyet,neutral
539,2022-10-12 13:35:18+00:00,Cacar monyet mgkn wak,neutral
541,2022-10-12 10:27:45+00:00,Muak aja gitu kayak selesai covid cacar monyet Tapi cacar monyet berhasil karena cuma nular golongan MSM Terus sekarang isunya resesi Ini beneran mau bikin new world order ngga sih kayaknya,positive
542,2022-10-12 10:00:38+00:00,Giliran kena cacar monyet satu negara buat resah peneliti amerika bilang kalau cacar monyet kebanyakan idap oleh homosexual,neutral
543,2022-10-12 09:34:58+00:00,APAAN BGT GUGEL GUE BILANG KENA CACAR MONYET ANJINGG,neutral
544,2022-10-12 06:18:47+00:00,2022 Kalau bahasa dungu bodoh dll masih nggk masalah bagi Sya jangan bawa nama binatang Binatang udah sengsara sekarang dari flu burung covid disalahin kekelawar cacar monyet Namanya dipakai utk kurang baik,neutral
545,2022-10-12 04:48:17+00:00,Slalu ada tempat untuk cewek tomboy asal gak cacar monyet,neutral
546,2022-10-12 03:52:12+00:00,Okelah kalo ditahun2 kemarin atau awal tahun ini tapi dibulan juli tahun ini udah bisa vaksin bahkan udah transisi virus covid cacar monyet Dan lagi isoman sampe bulan Gatau kalo pacarmu punya penyakit bawaan sie cuma gitulah,neutral
548,2022-10-11 18:13:51+00:00,semua vaksin coba mau cacar monyet cacar babi bronkitis tbc continue vaksin rabies dakh semua badan anti badai menerjang KNP ANJIR SEMBELIT MAU WAKILIN BOKER GUA GATAUUU RATE AJH SENDIRI POKOKNYA TIDAK BISA MENILAI DIRI SENDIRI,neutral
549,2022-10-11 16:49:54+00:00,Cacar monyet,neutral
551,2022-10-11 13:40:59+00:00,Sudahlah cacar monyet gagal viral,neutral
552,2022-10-11 13:17:27+00:00,Cacar monyet merebak juga karena barat sudah vaksin cacar lagi krn dianggap sudah musnah Kita aman karena masih vaksin cacar,neutral
553,2022-10-11 10:50:39+00:00,apa sih alasan kamu pakai WingscareProtector BersamaSalingJaga maskerearloop CacarMonyet,neutral
554,2022-10-11 07:36:42+00:00,Cacar monyet kan udah include ama HIV amp covid dalam cairan,neutral
555,2022-10-11 07:22:05+00:00,Jgn smpe cacar monyet dibilang halu juga wkwk,neutral
557,2022-10-10 13:40:17+00:00,Cacar monyet,neutral
558,2022-10-10 08:54:00+00:00,cacar monyet dia skrg,neutral
559,2022-10-10 04:55:09+00:00,Hahahaha foto sepedaannya aja dah yang dishare Kalau info gini kami gak perlu anda Masih banyak dokter lain yang jujur soal covid dan vaksin Kalau anda mah jualan vaksin Mau orang mati jantung mau cacar monyet mau HIV anda mana peduli,positive
563,2022-10-09 04:26:23+00:00,Muda Mukanya rusak ati ngindap penyakit kelamin atau cacar monyet biasa diidap kaum laknat,neutral
564,2022-10-08 19:23:55+00:00,Cacar monyet,neutral
567,2022-10-08 15:27:08+00:00,kasih sayang berujung cacar monyet ambe hepatitis mantap sekali motivasinya,neutral
568,2022-10-08 13:53:24+00:00,Kena cacar monyet,neutral
572,2022-10-07 05:08:56+00:00,josssusu dan terkena cacar monyet,neutral
573,2022-10-06 11:15:17+00:00,cacar monyet,neutral
579,2022-10-05 13:51:50+00:00,Malu soalnya the real cacar monyet,positive
580,2022-10-05 13:48:08+00:00,Ancokk perawani cacar monyet,neutral
581,2022-10-05 13:44:01+00:00,Totok kena cacar tapi gapake monyet soalnya udh kayak monyet,neutral
582,2022-10-05 13:13:38+00:00,Cacar monyet ikutan berakhir kabar sih setelah pasien itu wgwgwh,neutral
587,2022-10-05 04:03:18+00:00,Wkwk cacar monyet,neutral
588,2022-10-04 14:45:43+00:00,Bang nongkrong ama yono mulu gak takut cacar monyet,neutral
589,2022-10-04 10:58:55+00:00,Doc dah ambik sample darah Darah semua clean Doc assume chicken pox campak cacar air Tapi bukan Doc cuma boleh cakap sejenis virus cacar tapi bukan cacar monyet Doakan bangah cepat sembuh okay,positive
591,2022-10-04 09:31:21+00:00,Pls skrg gue ruam merah dan cirinya mirip cacar monyet allah semoga aja ini bukan cacar monyet cuma ruam krna cuaca allah takut bgt nangis krna takut kena carar monyet dlu udha kena cacar susah ilangin bekasnya masa skrg kena,neutral
592,2022-10-04 06:58:26+00:00,mulut jarang dibersihin potensi hiv cacar monyet ama penyakit sebangsanya bakal senang menghampiri sih rasa,neutral
595,2022-10-03 12:28:06+00:00,pas 2020 covid tinggi2nya disana udah pada peduli pake masker malahan ada quarantine pas temenku sini sana jugaa mrk lbh takut cacar monyet,neutral
596,2022-10-03 11:41:29+00:00,Kena cacar monyet,neutral
603,2022-10-02 16:03:08+00:00,Njir covid apalagi cacar monyet masih ngelunjak tauu masa begantian minumnyaa Mau tanggung jawab kalau ada terinfeksi disitu,neutral
604,2022-10-02 15:02:59+00:00,Cacar monyet,neutral
605,2022-10-02 14:11:48+00:00,Politisi2 kntl ini kalo masang foto diri bakal cacar monyet kali,neutral
609,2022-10-02 04:22:44+00:00,Lihat Gempa Bumi Melanda Tarutung dan Badai Ian Amerika dan Kuba apakah manusia tahu kapan dan dimana terjadinya Sama seperti covid dan cacar monyet kok bisa tahu org kapan dan obatnya sudah selesai dibuat itu sama saja buatan manusia demi uang dan membuat manusia sakit,neutral
610,2022-10-02 03:41:34+00:00,KDRT ikut KDRT Cacar monyet ikut juga suami istri stress,neutral
611,2022-10-02 02:15:35+00:00,cacar monyet man,neutral
612,2022-10-01 19:02:18+00:00,Cacar monyet perlu ketemu monyet,neutral
615,2022-10-01 16:31:12+00:00,cacar monyet,neutral
625,2022-10-01 10:44:24+00:00,Untung sek cacar monyet gorong dituduh kusta wkwkw,neutral
627,2022-10-01 06:34:45+00:00,gausah ngajarin sabar karena pernah punya bekas jerawat gede tapi dituduh cacar monyet,neutral
631,2022-10-01 01:48:54+00:00,Bangun tidur kaget bgt grgr mimpi kena cacar monyet,neutral
632,2022-09-30 16:53:02+00:00,Sama bingung kmrn aku jwb infeksi kulit sekarang aku jwb cacar monyet mell liat teks aslinya wkwkwk,neutral
635,2022-09-30 12:50:52+00:00,ipeh gatau uname apaan kaga ketemu dari pertama covid muncul sampe cacar monyet masih bertahan,neutral
636,2022-09-30 10:14:52+00:00,emang lagi musim cacar monyet,neutral
639,2022-09-30 08:12:01+00:00,jangan lupa ajak teman dan keluarga buat bertanya Dan tetap pakai masker WingscareProtector untuk mencegah penularan virus cacar monyet antar manusia Periode activity September Oktober 2022 WingscareProtector BersamaSalingJaga masker3ply,neutral
648,2022-09-29 13:58:11+00:00,Gubl banar bisi kawan maka menshare video homo dari anak kampus Pacang viral lagi nih bubuhan penyebab cacar monyet,neutral
650,2022-09-29 11:55:39+00:00,Ganti pertama cacar monyet,neutral
654,2022-09-29 08:37:28+00:00,Ternyata cara penyebaran dan gejalanya masih banyak yang belum tahu loh waduh bahaya dong kita harus gimana Janganlah kalian khawatir bestie Cus langsung aja kita dengerin bersama Luman bagaimana cara mencegah cacar monyet hari ini Pukul WIB,neutral
656,2022-09-29 08:16:07+00:00,Nek vaksin cacar mngkin pas blita udah tpi seng blum msti monyet,neutral
657,2022-09-29 08:13:08+00:00,Cacar monyet udah blum mbak,neutral
659,2022-09-29 02:10:07+00:00,tapi mungkin deh cacar monyet Ini bidannya ngawur deh cacar monyet tuh kek gitu Ini mah cuma alergi biasa,neutral
661,2022-09-28 14:07:38+00:00,Adek gue kena cacar monyet badannya jadi cemong cemong kasian,neutral
662,2022-09-28 11:18:32+00:00,Namun pembukaan pintu masuk antar negara harus dibarengi dengan tetap menerapkan protokol kesehatan baik terkait Covid atau penyakit menular lain misalnya cacar monyet yang saat ini sedang merebak,neutral
663,2022-09-28 09:21:35+00:00,manusia kontol semoga kontol kena cacar monyet bng,neutral
670,2022-09-28 03:49:40+00:00,disiplin prokes kita bisa cegah penularan Covid amp cacar monyet ProkesEfektifCegahPenularan Pagiii Pagiii,neutral
673,2022-09-28 03:22:34+00:00,taat prokes amp PHBS kita bisa cegah penyakit cacar monyet ProkesEfektifCegahPenularan Pagiii Pagiii,neutral
674,2022-09-28 03:19:58+00:00,Cegah penularan cacar monyet disiplin prokes ProkesEfektifCegahPenularan Pagiii Pagiii,neutral
677,2022-09-28 01:56:00+00:00,Prokes selain mencegah penyebaran virus Covid juga bisa untuk mencegah penyebaran cacar monyet ProkesEfektifCegahPenularan Pagiii Pagiii,neutral
682,2022-09-27 16:43:55+00:00,aikido Kalau dicermati lebih dalam cacar monyet itu serem juga apalagi seingat aku ada wabah cacar monyet bulan2 kemarin luar negeri,neutral
686,2022-09-27 14:54:16+00:00,aryotong takut cacar monyet,neutral
687,2022-09-27 14:46:46+00:00,Tanggapi ini tiap debunk pasti andalannya dicky budiman saya sering lihat tweet seliweran soal cacar monyet ini banyak dokter2 nggak cuma bilang itu memang efek vaksin,neutral
688,2022-09-27 14:35:22+00:00,Cacar monyet,neutral
692,2022-09-27 11:18:21+00:00,Nah saat ini sudah mulai ditemukan satu kasus cacar monyet Jakarta Makanya penting banget untuk selalu waspada dan melakukan pencegahan sejak dini seperti mencuci tangan menggunakan hand sanitizer hindari kontak dengan binatang sakit dan pantau terus aktivitas anak,neutral
693,2022-09-27 11:18:21+00:00,Selain itu cacar monyet juga bisa muncul dekat alat kelamin seperti penis labia dan vagina atau anus dan bisa area lain seperti tangan kaki dada wajah atau pun mulut Penyakit ini juga dapat menyerang anak anak yang mengalami gangguan sistem imun loh,neutral
694,2022-09-27 11:18:20+00:00,Gejala penyakit cacar monyet ini dapat muncul mulai hingga hari setelah terinfeksi Gejalanya bisa sangat bervariatif gejala diawali dari ruam yang berubah menjadi lenting berisi cairan vesikel yang sangat mengganggu karena gatal yang ditimbulkan,neutral
695,2022-09-27 11:18:19+00:00,Apa sih cacar monyet Ini penyakit zoonosis yang berasal dari binatang dan dapat menular manusia loh Penyebaran penyakit cacar monyet ini dapat menular melalui kontak fisik dengan orang maupun binatang yang terinfeksi dan dapat masuk melalui mulut hidung serta luka kulit,neutral
700,2022-09-27 07:06:14+00:00,Mayan tad kalo mendidih bisa buat ilangin cacar monyet,neutral
702,2022-09-27 05:59:46+00:00,cacar monyet menyerang manusia cacar manusia menyerang monyet,neutral
703,2022-09-27 05:38:16+00:00,cacar monyet,neutral
705,2022-09-27 03:58:41+00:00,Mnrt saya cacar monyet disebarkan oleh orang berwajah mirip monyet Hmmm pendapat pribadi lho tdk maksud menyinggung siapa2,neutral
708,2022-09-26 16:06:28+00:00,HOAX ndasmu Cacar Monyet Cacar Bencong Tersebar populasi umum karena kehadiran kaum terlaknat homoseks bencong disekitar,neutral
709,2022-09-26 15:59:59+00:00,Waduh ngomongin ikan gimana kalo ikan kena cacar monyet,neutral
710,2022-09-26 15:44:58+00:00,Kok bsa kumat bentol2 gatel terus melinting kaya cacar monyet,neutral
711,2022-09-26 14:21:28+00:00,tapi limfodenopati kan common reaction any type infection jadi bisa apa aja cuma cacar monyet,negative
712,2022-09-26 14:16:28+00:00,Tapi waktu kecil udah pernah kena cacar monyet sih harusnya udah imun,neutral
714,2022-09-26 13:26:26+00:00,Kirain cacar monyet Dey GWS yahh jan lupa minum Kalpanax ehhh minum sih,neutral
716,2022-09-26 13:11:45+00:00,Cek fakta tapi ada fakta Tunjukkan dulu fakta cacar monyet mutan itu darimana baru ngoceh Ini mah cek opini,neutral
717,2022-09-26 11:52:24+00:00,Akhirnya elon kembali normal gak jadi bromance Akoh kalo ketemu bromance akoh berpikir orang ini pasti temennya monyet pembawa virus cacar monyet,positive
718,2022-09-26 09:57:57+00:00,Adapun yang membuat seseorang terinfeksi cacar monyet adalah karena sebaran virusnya yang dimungkinkan apabila manusia mengonsumsi daging hewan yang terinfeksi serta belum memasaknya dengan sempurna,neutral
719,2022-09-26 09:57:57+00:00,FAKTANYA itu adalah konten yang menyesatkan Epidemilog Indonesia untuk Griffith University Australia Dicky Budiman menyatakan virus cacar monyet telah ada pada hewan sejak lama,neutral
722,2022-09-26 06:19:53+00:00,Bener juga Masa harus kena cacar monyet dulu,neutral
724,2022-09-26 01:54:14+00:00,dapat menyebar dari hewan manusia dan menyebar antar manusia Lalu apa sih yang harus dilakukan untuk mendeteksi Monkeypox tersebut Simak penjelasan lengkapnya atas yuk monkeypox cacarmonyet virusmonkeypox gejalacacarmonyet informasikesehatan JAMKESJAK,neutral
727,2022-09-25 15:35:03+00:00,mun teu bere monyet ker cacar,neutral
730,2022-09-25 11:12:51+00:00,Bismillah cacar monyet,neutral
731,2022-09-25 10:59:22+00:00,jamparing aceh Smoga kena Cacar Monyet Manusia2 Monyet piaraan rezim,neutral
734,2022-09-25 08:57:11+00:00,Daripada Cacar Monyet fiuhh,neutral
739,2022-09-24 17:57:56+00:00,sa1981 Dan sekarang lewat vaksin cacar monyet Jasmerah,neutral
741,2022-09-24 10:58:59+00:00,Sama tidak suka ngondek gemulai cempreng alay dan paling penting tidak suka Gonta ganti takut penyakit aplagi penyakit cacar monyet lagi marak,neutral
742,2022-09-24 10:39:19+00:00,Gausah masuk ciuman aja mencegah cacar monyet,neutral
743,2022-09-24 10:12:10+00:00,Kenapala kau sembuh abis sekarat cacar monyet,neutral
745,2022-09-24 03:53:15+00:00,cacar monyet,neutral
746,2022-09-24 03:52:53+00:00,gajadi mndi malah ditelpon ngomongin cacar monyet,neutral
747,2022-09-24 03:04:16+00:00,Yang baru lah masa bekasan Takut kena cacar monyet Bel,neutral
749,2022-09-23 23:42:04+00:00,Setelah cacar monyet sempat merebak kali ini ada Flu Tomat Ntzn ready,positive
751,2022-09-23 15:16:39+00:00,gher aku saranin kalo lagi dingin gini jgn keluar kamar dulu kamu bisa nularin cacar monyet org lain lho sekedar saran mohon bimbingannya,neutral
760,2022-09-22 15:08:09+00:00,Proyek cacar monyet diundur apa gajadi,neutral
761,2022-09-22 14:38:35+00:00,Sma nunjukin bukti udh suntik cacar monyet,neutral
762,2022-09-22 13:53:20+00:00,semprot disinfektan dulu ahhh takut ketularan cacar monyet,neutral
764,2022-09-22 11:29:09+00:00,cacar monyet,neutral
768,2022-09-22 08:06:36+00:00,Cacar monyet kenapa disegala pakai discriminasi sih herman,neutral
777,2022-09-22 06:56:23+00:00,ndgan cacar monyet,neutral
788,2022-09-22 02:31:52+00:00,konsepnya kena cacar monyet jadi warnanya abu abu,neutral
792,2022-09-22 01:27:06+00:00,cacar monyet,neutral
800,2022-09-21 21:26:21+00:00,IDI MINTA TENAGA KESEHATAN TETAP WASPADAI PERKEMBANGAN KASUS CACAR MONYET,neutral
801,2022-09-21 17:22:26+00:00,IDI MINTA JADI PRIORITAS DALAM VAKSINASI CACAR MONYET,neutral
804,2022-09-21 15:23:48+00:00,Video seebelum ditemukannya cacar monyet,neutral
809,2022-09-21 14:26:27+00:00,Ness ngomongin cacar MONYET dong bingung juga dirumah kena cacar orng,neutral
810,2022-09-21 14:14:24+00:00,Sakit cacar monyet dik,neutral
811,2022-09-21 14:06:47+00:00,ADA ISU TUH KATANYA VAKSIN COVID BISA DIGUNAKAN UNTUK ATASI VIRUS CACAR MONYET APA BENAR TUH CARI TAHU MAS,neutral
812,2022-09-21 13:57:42+00:00,cacar monyet anyep bgt udah weh rame berita seminggu,neutral
815,2022-09-21 13:06:18+00:00,Npa cacar monyet bikin ngakak,neutral
817,2022-09-21 13:01:14+00:00,Sebuah pengetahuan baru ialah virus cacar monyet disebabkan oleh sentilan amarah mbah pamulang,neutral
824,2022-09-21 12:13:37+00:00,WADUH PANDEMI COVID BELUM SELESAI KOK VIRUSNYA MAU NAMBAH LAGI PEMDERITAAN RAKYAT UNIK NAMANYA CACAR MONYET PENYAKIT SEPERTINYA PADA UNJUK RASA APA PENGARUH KARENA PRESIDEN REZIM INI YANG KONYOL,neutral
829,2022-09-21 12:05:21+00:00,mba elea coba cek dokter anda sepertinya kena gejala cacar monyet,neutral
835,2022-09-21 10:43:11+00:00,orang udah pada kena cacar monyet masih covid upgrade atuhh,neutral
843,2022-09-21 09:45:15+00:00,Vaksin satu udah vaksin dua udah sampe vaksin booster pun sudahh bntr dtg vaksin cacar monyet dahlah,neutral
852,2022-09-21 08:00:52+00:00,padahal gak lho koq sekarang udah jadi berubah Kan gak mungkin Gara2 kena cacar monyet kan dia berubah,neutral
854,2022-09-21 07:09:41+00:00,macanya kena cacar monyet wkwk,neutral
855,2022-09-21 06:58:14+00:00,killjoy Cacar monyet bang,neutral
859,2022-09-21 00:18:08+00:00,Otaknya kena virus cacar monyet,neutral
861,2022-09-21 00:04:39+00:00,aseli atina Pake adegan azab dulu dong kena HIV Cacar monyet ngedrugs baru insyaf,neutral
862,2022-09-20 23:09:21+00:00,Laknatullah Tat team hilang terus atau kena penyakit cacar monyet atau dok zikir Kutty Kutty Kutty,neutral
864,2022-09-20 20:34:05+00:00,AMERIKA SERIKAT MENKONFIRMASI HAMPIR 000 KASUS CACAR MONYET,neutral
865,2022-09-20 16:18:30+00:00,Panyakit cacar monyet bermula dari sinii,neutral
866,2022-09-20 15:53:58+00:00,Shaa Allah pembela merpati Tat team akan sampaikan jika hidup dari penyakit cacar monyet,neutral
867,2022-09-20 14:56:21+00:00,takon google kok nyeri otot ngopo jawabane gejala cacar monyet,neutral
869,2022-09-20 14:04:23+00:00,Pasien pertama terkonfimasi cacar monyet Indonesia telah dinyatakan sembuh pada September 2022 Tetapi hal ini bukan berarti cacar monyet sudah hilang Sobat Sehat Penanganan terkait infeksi ini perlu diperhatikan agar virus tidak menyebar SRK RadioKesehatan CacarMonyet,neutral
